HPO_ID	term_id	name	N_OMIM_diseases_with_term	frac_OMIM_diseases_with_term	N_Orpha_diseases_with_term	frac_Orpha_diseases_with_term
HP:0006692	6692	Short chordae tendineae of the tricuspid valve	1	0.0001	1	0.0002
HP:0006693	6693	Myocardial steatosis	0	0	1	0.0002
HP:0006694	6694	Early progressive calcific cardiac valvular disease	0	0	0	0
HP:0006695	6695	Atrioventricular canal defect	32	0.0038	22	0.0051
HP:0006696	6696	Polymorphic and polytopic ventricular extrasystoles	1	0.0001	1	0.0002
HP:0006698	6698	Dilatation of the ventricular cavity	3	0.0004	7	0.0016
HP:0006699	6699	Premature atrial contractions	7	0.0008	2	0.0005
HP:0006702	6702	Coronary artery dissection	2	0.0002	1	0.0002
HP:0006703	6703	Aplasia/Hypoplasia of the lungs	0	0	29	0.0068
HP:0006704	6704	Abnormal coronary artery morphology	0	0	7	0.0016
HP:0006705	6705	Abnormal atrioventricular valve morphology	0	0	3	0.0007
HP:0006706	6706	Cystic liver disease	1	0.0001	1	0.0002
HP:0006707	6707	Abnormality of the hepatic vasculature	0	0	6	0.0014
HP:0006709	6709	Aplasia/Hypoplasia of the nipples	2	0.0002	21	0.0049
HP:0006710	6710	Aplasia/Hypoplasia of the clavicles	0	0	6	0.0014
HP:0006711	6711	Aplasia/Hypoplasia involving bones of the thorax	0	0	2	0.0005
HP:0006712	6712	Aplasia/Hypoplasia of the ribs	1	0.0001	5	0.0012
HP:0006713	6713	Aplasia/Hypoplasia of the scapulae	0	0	2	0.0005
HP:0006714	6714	Aplasia/Hypoplasia of the sternum	1	0.0001	2	0.0005
HP:0006715	6715	Glomus tympanicum paraganglioma	2	0.0002	0	0
HP:0006716	6716	Hereditary nonpolyposis colorectal carcinoma	7	0.0008	0	0
HP:0006717	6717	Peripheral neuroepithelioma	0	0	0	0
HP:0006719	6719	Benign gastrointestinal tract tumors	1	0.0001	2	0.0005
HP:0006721	6721	Acute lymphoblastic leukemia	9	0.0011	7	0.0016
HP:0006722	6722	Small intestine carcinoid	1	0.0001	4	0.0009
HP:0006723	6723	Intestinal carcinoid	1	0.0001	5	0.0012
HP:0006725	6725	Pancreatic adenocarcinoma	6	0.0007	13	0.0030
HP:0006727	6727	T-cell acute lymphoblastic leukemias	5	0.0006	0	0
HP:0006729	6729	Retroperitoneal paraganglioma	0	0	0	0
HP:0006731	6731	Follicular thyroid carcinoma	1	0.0001	5	0.0012
HP:0006732	6732	Papillary renal cell carcinoma type 2	0	0	1	0.0002
HP:0006733	6733	Acute megakaryocytic leukemia	1	0.0001	1	0.0002
HP:0006735	6735	Renal cortical adenoma	1	0.0001	2	0.0005
HP:0006737	6737	Extraadrenal pheochromocytoma	3	0.0004	2	0.0005
HP:0006739	6739	Squamous cell carcinoma of the skin	11	0.0013	10	0.0023
HP:0006740	6740	Transitional cell carcinoma of the bladder	5	0.0006	1	0.0002
HP:0006742	6742	Congenital neuroblastoma	1	0.0001	0	0
HP:0006743	6743	Embryonal rhabdomyosarcoma	5	0.0006	0	0
HP:0006744	6744	Adrenocortical carcinoma	4	0.0005	7	0.0016
HP:0006747	6747	Ganglioneuroblastoma	3	0.0004	3	0.0007
HP:0006748	6748	Adrenal pheochromocytoma	3	0.0004	3	0.0007
HP:0006749	6749	Malignant gastrointestinal tract tumors	0	0	1	0.0002
HP:0006751	6751	Paraspinal neurofibroma	1	0.0001	1	0.0002
HP:0006753	6753	Neoplasm of the stomach	2	0.0002	6	0.0014
HP:0006755	6755	Cutaneous leiomyosarcoma	2	0.0002	0	0
HP:0006756	6756	Diffuse leiomyomatosis	2	0.0002	3	0.0007
HP:0006758	6758	Malignant genitourinary tract tumor	1	0.0001	4	0.0009
HP:0006762	6762	Renal pelvic carcinoma	0	0	0	0
HP:0006763	6763	Anal canal squamous carcinoma	1	0.0001	1	0.0002
HP:0006765	6765	Chondrosarcoma	6	0.0007	3	0.0007
HP:0006766	6766	Papillary renal cell carcinoma	2	0.0002	3	0.0007
HP:0006767	6767	Pituitary prolactin cell adenoma	2	0.0002	10	0.0023
HP:0006768	6768	Localized neuroblastoma	1	0.0001	1	0.0002
HP:0006769	6769	Myxoid subcutaneous tumors	1	0.0001	0	0
HP:0006770	6770	Clear cell renal cell carcinoma	1	0.0001	1	0.0002
HP:0006771	6771	Duodenal adenocarcinoma	4	0.0005	4	0.0009
HP:0006772	6772	Renal angiomyolipoma	5	0.0006	3	0.0007
HP:0006773	6773	Cutaneous angiolipomas	1	0.0001	1	0.0002
HP:0006774	6774	Ovarian papillary adenocarcinoma	1	0.0001	0	0
HP:0006775	6775	Multiple myeloma	2	0.0002	13	0.0030
HP:0006778	6778	Benign genitourinary tract neoplasm	1	0.0001	0	0
HP:0006779	6779	Alveolar rhabdomyosarcoma	1	0.0001	1	0.0002
HP:0006780	6780	Parathyroid carcinoma	3	0.0004	3	0.0007
HP:0006781	6781	Hurthle cell thyroid adenoma	1	0.0001	1	0.0002
HP:0006782	6782	Malignant eosinophil proliferation	1	0.0001	0	0
HP:0006783	6783	Posterior pharyngeal cleft	1	0.0001	1	0.0002
HP:0006784	6784	Paranasal sinus hypoplasia	2	0.0002	0	0
HP:0006785	6785	Limb-girdle muscular dystrophy	9	0.0011	11	0.0026
HP:0006789	6789	Mitochondrial encephalopathy	1	0.0001	1	0.0002
HP:0006790	6790	Cerebral cortex with spongiform changes	3	0.0004	1	0.0002
HP:0006794	6794	Loss of ability to walk in first decade	1	0.0001	1	0.0002
HP:0006799	6799	Basal ganglia cysts	3	0.0004	2	0.0005
HP:0006801	6801	Hyperactive deep tendon reflexes	10	0.0012	28	0.0065
HP:0006802	6802	Abnormal anterior horn cell morphology	2	0.0002	1	0.0002
HP:0006803	6803	Vivid hallucination	1	0.0001	1	0.0002
HP:0006808	6808	Cerebral hypomyelination	13	0.0016	15	0.0035
HP:0006812	6812	White mater abnormalities in the posterior periventricular region	1	0.0001	0	0
HP:0006813	6813	Focal hemiclonic seizure	15	0.0018	6	0.0014
HP:0006817	6817	Aplasia/Hypoplasia of the cerebellar vermis	4	0.0005	10	0.0023
HP:0006818	6818	4-layered lissencephaly	1	0.0001	2	0.0005
HP:0006821	6821	Frontal polymicrogyria	7	0.0008	0	0
HP:0006824	6824	Cranial nerve paralysis	16	0.0019	80	0.0187
HP:0006825	6825	Pallor of dorsal columns of the spinal cord	1	0.0001	0	0
HP:0006827	6827	Atrophy of the spinal cord	3	0.0004	18	0.0042
HP:0006829	6829	Severe muscular hypotonia	40	0.0048	19	0.0044
HP:0006834	6834	Developmental stagnation at onset of seizures	2	0.0002	0	0
HP:0006837	6837	Congenital Horner syndrome	2	0.0002	0	0
HP:0006844	6844	Absent patellar reflexes	11	0.0013	5	0.0012
HP:0006846	6846	Acute encephalopathy	9	0.0011	7	0.0016
HP:0006849	6849	Hypodysplasia of the corpus callosum	1	0.0001	0	0
HP:0006850	6850	Hypoplasia of the ventral pons	1	0.0001	1	0.0002
HP:0006851	6851	Symmetric spinal nerve root neurofibromas	1	0.0001	1	0.0002
HP:0006852	6852	Episodic generalized hypotonia	2	0.0002	0	0
HP:0006855	6855	Cerebellar vermis atrophy	51	0.0061	25	0.0058
HP:0006858	6858	Impaired distal proprioception	15	0.0018	9	0.0021
HP:0006859	6859	Posterior leukoencephalopathy	0	0	0	0
HP:0006863	6863	Severe expressive language delay	1	0.0001	11	0.0026
HP:0006865	6865	Sensorimotor polyneuropathy affecting arms more than legs	0	0	1	0.0002
HP:0006866	6866	Midline central nervous system lipomas	2	0.0002	2	0.0005
HP:0006870	6870	Lobar holoprosencephaly	7	0.0008	3	0.0007
HP:0006872	6872	Cerebral hypoplasia	10	0.0012	7	0.0016
HP:0006873	6873	Symmetrical progressive peripheral demyelination	1	0.0001	0	0
HP:0006879	6879	Pontocerebellar atrophy	7	0.0008	4	0.0009
HP:0006880	6880	Cerebellar hemangioblastoma	1	0.0001	2	0.0005
HP:0006881	6881	Diffuse peripheral demyelination	0	0	1	0.0002
HP:0006882	6882	Severe hydrocephalus	1	0.0001	0	0
HP:0006886	6886	Impaired distal vibration sensation	35	0.0042	9	0.0021
HP:0006887	6887	Intellectual disability, progressive	36	0.0043	8	0.0019
HP:0006888	6888	Meningoencephalocele	1	0.0001	0	0
HP:0006889	6889	Intellectual disability, borderline	15	0.0018	24	0.0056
HP:0006891	6891	Thick cerebral cortex	2	0.0002	9	0.0021
HP:0006892	6892	Frontotemporal cerebral atrophy	5	0.0006	10	0.0023
HP:0006894	6894	Hypoplastic olfactory lobes	1	0.0001	0	0
HP:0006895	6895	Lower limb hypertonia	19	0.0023	17	0.0040
HP:0006896	6896	Hypnopompic hallucination	1	0.0001	2	0.0005
HP:0006897	6897	Abducens palsy	14	0.0017	9	0.0021
HP:0006899	6899	Fusion of the cerebellar hemispheres	1	0.0001	2	0.0005
HP:0006903	6903	Congenital peripheral neuropathy	1	0.0001	0	0
HP:0006904	6904	Late-onset spinocerebellar degeneration	1	0.0001	0	0
HP:0006906	6906	Congenital intracerebral calcification	1	0.0001	1	0.0002
HP:0006913	6913	Frontal cortical atrophy	7	0.0008	8	0.0019
HP:0006915	6915	Inability to walk by childhood/adolescence	3	0.0004	1	0.0002
HP:0006916	6916	Intraaxonal accumulation of curvilinear autofluorescent lipopigment storage material	1	0.0001	0	0
HP:0006918	6918	Diffuse cerebral sclerosis	1	0.0001	0	0
HP:0006919	6919	Abnormal aggressive, impulsive or violent behavior	0	0	0	0
HP:0006921	6921	Axial muscle stiffness	1	0.0001	2	0.0005
HP:0006927	6927	Unilateral polymicrogyria	1	0.0001	1	0.0002
HP:0006929	6929	Hypoglycemic encephalopathy	1	0.0001	3	0.0007
HP:0006930	6930	Frontoparietal cortical dysplasia	1	0.0001	0	0
HP:0006931	6931	Pericallosal lipoma	1	0.0001	4	0.0009
HP:0006932	6932	Transient psychotic episodes	1	0.0001	0	0
HP:0006934	6934	Congenital nystagmus	12	0.0014	6	0.0014
HP:0006937	6937	Impaired distal tactile sensation	16	0.0019	7	0.0016
HP:0006938	6938	Impaired vibration sensation at ankles	9	0.0011	9	0.0021
HP:0006943	6943	Diffuse spongiform leukoencephalopathy	1	0.0001	2	0.0005
HP:0006944	6944	Abolished vibration sense	2	0.0002	2	0.0005
HP:0006946	6946	Recurrent meningitis	3	0.0004	0	0
HP:0006949	6949	Episodic peripheral neuropathy	1	0.0001	0	0
HP:0006951	6951	Retrocerebellar cyst	7	0.0008	7	0.0016
HP:0006955	6955	Olivopontocerebellar hypoplasia	3	0.0004	6	0.0014
HP:0006956	6956	Lateral ventricle dilatation	73	0.0087	34	0.0079
HP:0006958	6958	Abnormal auditory evoked potentials	12	0.0014	9	0.0021
HP:0006959	6959	Proximal spinal muscular atrophy	1	0.0001	1	0.0002
HP:0006960	6960	Choroid plexus calcification	4	0.0005	2	0.0005
HP:0006961	6961	Jerky head movements	2	0.0002	6	0.0014
HP:0006962	6962	Gait instability, worse in the dark	1	0.0001	0	0
HP:0006964	6964	Cerebral cortical neurodegeneration	1	0.0001	0	0
HP:0006965	6965	Acute necrotizing encephalopathy	1	0.0001	0	0
HP:0006970	6970	Periventricular leukomalacia	31	0.0037	16	0.0037
HP:0006976	6976	Necrotizing encephalopathy	1	0.0001	0	0
HP:0006977	6977	Deficit in grammar	1	0.0001	5	0.0012
HP:0006978	6978	Dysmyelinating leukodystrophy	2	0.0002	3	0.0007
HP:0006979	6979	Sleep-wake cycle disturbance	10	0.0012	17	0.0040
HP:0006980	6980	Progressive leukoencephalopathy	4	0.0005	1	0.0002
HP:0006986	6986	Upper limb spasticity	27	0.0032	9	0.0021
HP:0006988	6988	Alobar holoprosencephaly	10	0.0012	0	0
HP:0006989	6989	Dysplastic corpus callosum	30	0.0036	15	0.0035
HP:0006990	6990	Myelin-dependent gliosis	1	0.0001	0	0
HP:0006992	6992	Anterior basal encephalocele	1	0.0001	0	0
HP:0006994	6994	Diffuse leukoencephalopathy	5	0.0006	0	0
HP:0006999	6999	Basal ganglia gliosis	5	0.0006	3	0.0007
HP:0007000	7000	Morning myoclonic jerks	2	0.0002	3	0.0007
HP:0007001	7001	Loss of Purkinje cells in the cerebellar vermis	3	0.0004	2	0.0005
HP:0007002	7002	Motor axonal neuropathy	22	0.0026	21	0.0049
HP:0007006	7006	Dorsal column degeneration	1	0.0001	2	0.0005
HP:0007007	7007	Cavitation of the basal ganglia	1	0.0001	0	0
HP:0007009	7009	Central nervous system degeneration	1	0.0001	6	0.0014
HP:0007010	7010	Poor fine motor coordination	13	0.0016	37	0.0086
HP:0007011	7011	Fourth cranial nerve palsy	1	0.0001	5	0.0012
HP:0007015	7015	Poor gross motor coordination	3	0.0004	6	0.0014
HP:0007016	7016	Corticospinal tract hypoplasia	1	0.0001	1	0.0002
HP:0007017	7017	Progressive forgetfulness	1	0.0001	1	0.0002
HP:0007018	7018	Attention deficit hyperactivity disorder	207	0.0248	157	0.0367
HP:0007020	7020	Progressive spastic paraplegia	4	0.0005	33	0.0077
HP:0007021	7021	Pain insensitivity	24	0.0029	13	0.0030
HP:0007023	7023	Antenatal intracerebral hemorrhage	1	0.0001	2	0.0005
HP:0007024	7024	Pseudobulbar paralysis	12	0.0014	13	0.0030
HP:0007027	7027	Poorly formed metencephalon	1	0.0001	0	0
HP:0007029	7029	Cerebral berry aneurysm	5	0.0006	1	0.0002
HP:0007030	7030	Nonprogressive encephalopathy	1	0.0001	3	0.0007
HP:0007033	7033	Cerebellar dysplasia	17	0.0020	9	0.0021
HP:0007034	7034	Generalized hyperreflexia	3	0.0004	7	0.0016
HP:0007035	7035	Anterior encephalocele	1	0.0001	0	0
HP:0007036	7036	Hypoplasia of olfactory tract	1	0.0001	4	0.0009
HP:0007039	7039	Symmetric lesions of the basal ganglia	1	0.0001	0	0
HP:0007041	7041	Chronic lymphocytic meningitis	1	0.0001	4	0.0009
HP:0007042	7042	Focal white matter lesions	2	0.0002	6	0.0014
HP:0007045	7045	Midline brain calcifications	1	0.0001	2	0.0005
HP:0007047	7047	Atrophy of the dentate nucleus	2	0.0002	0	0
HP:0007048	7048	Large basal ganglia	2	0.0002	4	0.0009
HP:0007052	7052	Multifocal cerebral white matter abnormalities	2	0.0002	6	0.0014
HP:0007054	7054	Proximal hyperreflexia	1	0.0001	1	0.0002
HP:0007057	7057	Poor hand-eye coordination	1	0.0001	3	0.0007
HP:0007058	7058	Generalized cerebral atrophy/hypoplasia	0	0	3	0.0007
HP:0007063	7063	Aplasia of the inferior half of the cerebellar vermis	2	0.0002	0	0
HP:0007064	7064	Progressive language deterioration	2	0.0002	3	0.0007
HP:0007065	7065	Disorganization of the anterior cerebellar vermis	1	0.0001	0	0
HP:0007066	7066	Proximal limb muscle stiffness	1	0.0001	0	0
HP:0007067	7067	Distal peripheral sensory neuropathy	1	0.0001	6	0.0014
HP:0007068	7068	Inferior cerebellar vermis hypoplasia	13	0.0016	4	0.0009
HP:0007069	7069	Profound static encephalopathy	2	0.0002	1	0.0002
HP:0007074	7074	Thick corpus callosum	17	0.0020	4	0.0009
HP:0007076	7076	Extrapyramidal muscular rigidity	1	0.0001	6	0.0014
HP:0007078	7078	Decreased amplitude of sensory action potentials	9	0.0011	7	0.0016
HP:0007082	7082	Dilated third ventricle	9	0.0011	7	0.0016
HP:0007083	7083	Hyperactive patellar reflex	12	0.0014	10	0.0023
HP:0007086	7086	Social and occupational deterioration	2	0.0002	7	0.0016
HP:0007089	7089	Facial-lingual fasciculations	3	0.0004	3	0.0007
HP:0007096	7096	Hypoplasia of the optic tract	1	0.0001	1	0.0002
HP:0007097	7097	Cranial nerve motor loss	1	0.0001	0	0
HP:0007098	7098	Paroxysmal choreoathetosis	4	0.0005	0	0
HP:0007099	7099	Chiari type I malformation	43	0.0051	22	0.0051
HP:0007100	7100	Progressive ventriculomegaly	0	0	1	0.0002
HP:0007103	7103	Hypointensity of cerebral white matter on MRI	4	0.0005	6	0.0014
HP:0007104	7104	Prolonged somatosensory evoked potentials	2	0.0002	1	0.0002
HP:0007105	7105	Infantile encephalopathy	6	0.0007	3	0.0007
HP:0007107	7107	Segmental peripheral demyelination	4	0.0005	0	0
HP:0007108	7108	Demyelinating peripheral neuropathy	15	0.0018	26	0.0061
HP:0007109	7109	Periventricular cysts	9	0.0011	5	0.0012
HP:0007110	7110	Central hypoventilation	8	0.0010	5	0.0012
HP:0007111	7111	Chronic hepatic encephalopathy	1	0.0001	0	0
HP:0007112	7112	Temporal cortical atrophy	5	0.0006	4	0.0009
HP:0007115	7115	Orbital encephalocele	1	0.0001	0	0
HP:0007117	7117	Corticospinal tract atrophy	1	0.0001	1	0.0002
HP:0007123	7123	Subcortical dementia	3	0.0004	1	0.0002
HP:0007126	7126	Proximal amyotrophy	30	0.0036	13	0.0030
HP:0007129	7129	Cerebellar medulloblastoma	1	0.0001	3	0.0007
HP:0007131	7131	Acute demyelinating polyneuropathy	1	0.0001	5	0.0012
HP:0007132	7132	Pallidal degeneration	0	0	2	0.0005
HP:0007133	7133	Progressive peripheral neuropathy	2	0.0002	7	0.0016
HP:0007141	7141	Sensorimotor neuropathy	43	0.0051	63	0.0147
HP:0007146	7146	Bilateral basal ganglia lesions	1	0.0001	4	0.0009
HP:0007149	7149	Distal upper limb amyotrophy	12	0.0014	9	0.0021
HP:0007153	7153	Progressive extrapyramidal movement disorder	1	0.0001	8	0.0019
HP:0007156	7156	Asymmetric limb muscle stiffness	1	0.0001	1	0.0002
HP:0007158	7158	Progressive extrapyramidal muscular rigidity	0	0	8	0.0019
HP:0007159	7159	Fluctuations in consciousness	1	0.0001	4	0.0009
HP:0007162	7162	Diffuse demyelination of the cerebral white matter	2	0.0002	3	0.0007
HP:0007164	7164	Slowed slurred speech	1	0.0001	4	0.0009
HP:0007165	7165	Periventricular heterotopia	18	0.0022	11	0.0026
HP:0007166	7166	Paroxysmal dyskinesia	10	0.0012	8	0.0019
HP:0007178	7178	Motor polyneuropathy	11	0.0013	19	0.0044
HP:0007179	7179	Absent smooth pursuit	3	0.0004	3	0.0007
HP:0007181	7181	Interosseus muscle atrophy	5	0.0006	0	0
HP:0007182	7182	Peripheral hypomyelination	9	0.0011	2	0.0005
HP:0007183	7183	Focal T2 hyperintense basal ganglia lesion	10	0.0012	8	0.0019
HP:0007185	7185	Loss of consciousness	5	0.0006	31	0.0072
HP:0007187	7187	Focal lissencephaly	1	0.0001	0	0
HP:0007188	7188	Congenital facial diplegia	0	0	0	0
HP:0007190	7190	Neuronal loss in the cerebral cortex	2	0.0002	3	0.0007
HP:0007193	7193	Bilateral tonic-clonic seizure on awakening	3	0.0004	1	0.0002
HP:0007199	7199	Progressive spastic paraparesis	0	0	10	0.0023
HP:0007200	7200	Episodic hypersomnia	1	0.0001	1	0.0002
HP:0007201	7201	Cerebral artery atherosclerosis	1	0.0001	2	0.0005
HP:0007204	7204	Diffuse white matter abnormalities	8	0.0010	9	0.0021
HP:0007206	7206	Hemimegalencephaly	9	0.0011	4	0.0009
HP:0007207	7207	Photosensitive tonic-clonic seizure	2	0.0002	3	0.0007
HP:0007208	7208	Irregular myelin loops	1	0.0001	0	0
HP:0007209	7209	Facial paralysis	7	0.0008	5	0.0012
HP:0007210	7210	Lower limb amyotrophy	22	0.0026	18	0.0042
HP:0007215	7215	Periodic hyperkalemic paralysis	2	0.0002	2	0.0005
HP:0007220	7220	Demyelinating motor neuropathy	6	0.0007	6	0.0014
HP:0007221	7221	Progressive truncal ataxia	1	0.0001	2	0.0005
HP:0007229	7229	Intracerebral periventricular calcifications	8	0.0010	4	0.0009
HP:0007230	7230	Decreased distal sensory nerve action potential	6	0.0007	4	0.0009
HP:0007232	7232	Spinocerebellar tract disease in lower limbs	1	0.0001	0	0
HP:0007233	7233	Clusters of axonal regeneration	1	0.0001	2	0.0005
HP:0007236	7236	Recurrent subcortical infarcts	3	0.0004	3	0.0007
HP:0007238	7238	Nonarteriosclerotic cerebral calcification	1	0.0001	0	0
HP:0007239	7239	Congenital encephalopathy	0	0	0	0
HP:0007240	7240	Progressive gait ataxia	5	0.0006	30	0.0070
HP:0007249	7249	Decreased number of small peripheral myelinated nerve fibers	1	0.0001	3	0.0007
HP:0007250	7250	Recurrent external ophthalmoplegia	1	0.0001	0	0
HP:0007256	7256	Abnormal pyramidal sign	89	0.0106	109	0.0255
HP:0007258	7258	Severe demyelination of the white matter	1	0.0001	5	0.0012
HP:0007260	7260	Type II lissencephaly	14	0.0017	5	0.0012
HP:0007262	7262	Symmetric peripheral demyelination	1	0.0001	1	0.0002
HP:0007263	7263	Spinocerebellar atrophy	3	0.0004	1	0.0002
HP:0007265	7265	Absent mesencephalon	1	0.0001	0	0
HP:0007266	7266	Cerebral dysmyelination	9	0.0011	8	0.0019
HP:0007267	7267	Chronic axonal neuropathy	7	0.0008	5	0.0012
HP:0007268	7268	Aprosencephaly	2	0.0002	0	0
HP:0007269	7269	Spinal muscular atrophy	28	0.0033	5	0.0012
HP:0007270	7270	Atypical absence seizure	22	0.0026	13	0.0030
HP:0007271	7271	Occipital myelomeningocele	1	0.0001	0	0
HP:0007272	7272	Progressive psychomotor deterioration	2	0.0002	11	0.0026
HP:0007274	7274	Recurrent bacterial meningitis	2	0.0002	1	0.0002
HP:0007277	7277	Paucity of anterior horn motor neurons	2	0.0002	1	0.0002
HP:0007280	7280	Acute infantile spinal muscular atrophy	1	0.0001	0	0
HP:0007281	7281	Developmental stagnation	11	0.0013	6	0.0014
HP:0007285	7285	Facial palsy secondary to cranial hyperostosis	1	0.0001	0	0
HP:0007286	7286	Horizontal jerk nystagmus	4	0.0005	0	0
HP:0007289	7289	Limb fasciculations	3	0.0004	5	0.0012
HP:0007291	7291	Posterior fossa cyst	11	0.0013	4	0.0009
HP:0007293	7293	Anterior sacral meningocele	2	0.0002	1	0.0002
HP:0007295	7295	Chaotic rapid conjugate ocular movements	1	0.0001	0	0
HP:0007299	7299	Dysfunction of lateral corticospinal tracts	1	0.0001	1	0.0002
HP:0007301	7301	Oromotor apraxia	2	0.0002	10	0.0023
HP:0007302	7302	Bipolar affective disorder	14	0.0017	19	0.0044
HP:0007305	7305	CNS demyelination	26	0.0031	13	0.0030
HP:0007307	7307	Rapid neurologic deterioration	1	0.0001	1	0.0002
HP:0007308	7308	Extrapyramidal dyskinesia	4	0.0005	3	0.0007
HP:0007311	7311	Short stepped shuffling gait	4	0.0005	5	0.0012
HP:0007313	7313	Cerebral degeneration	3	0.0004	0	0
HP:0007321	7321	Deep white matter hypodensities	2	0.0002	1	0.0002
HP:0007325	7325	Generalized dystonia	24	0.0029	19	0.0044
HP:0007326	7326	Progressive choreoathetosis	2	0.0002	0	0
HP:0007327	7327	Mixed demyelinating and axonal polyneuropathy	2	0.0002	4	0.0009
HP:0007328	7328	Impaired pain sensation	25	0.0030	47	0.0110
HP:0007330	7330	Frontal encephalocele	1	0.0001	4	0.0009
HP:0007332	7332	Focal hemifacial clonic seizure	1	0.0001	2	0.0005
HP:0007333	7333	Hypoplasia of the frontal lobes	7	0.0008	9	0.0021
HP:0007334	7334	Bilateral tonic-clonic seizure with focal onset	39	0.0047	15	0.0035
HP:0007335	7335	Recurrent encephalopathy	1	0.0001	0	0
HP:0007338	7338	Hypermetric saccades	12	0.0014	3	0.0007
HP:0007340	7340	Lower limb muscle weakness	98	0.0117	63	0.0147
HP:0007341	7341	Diffuse swelling of cerebral white matter	3	0.0004	0	0
HP:0007343	7343	Abnormal morphology of the limbic system	1	0.0001	0	0
HP:0007344	7344	Atrophy/Degeneration involving the spinal cord	1	0.0001	1	0.0002
HP:0007346	7346	Subcortical white matter calcifications	2	0.0002	5	0.0012
HP:0007348	7348	Hypoplasia of the pyramidal tract	1	0.0001	0	0
HP:0007350	7350	Hyperreflexia in upper limbs	13	0.0016	20	0.0047
HP:0007351	7351	Upper limb postural tremor	4	0.0005	8	0.0019
HP:0007352	7352	Cerebellar calcifications	7	0.0008	1	0.0002
HP:0007354	7354	Amyotrophic lateral sclerosis	32	0.0038	5	0.0012
HP:0007359	7359	Focal-onset seizure	103	0.0123	67	0.0157
HP:0007360	7360	Aplasia/Hypoplasia of the cerebellum	1	0.0001	54	0.0126
HP:0007361	7361	Abnormal pons morphology	1	0.0001	12	0.0028
